,puzzle,difficulty,results,solution
140,.......327..6..1...1.8..7.55....9.1..741.6.......5..798..........25..4...9.7.....,2,"(5, 0)","[6, 5, 8, 4, 1, 7, 9, 3, 2, 7, 2, 3, 6, 9, 5, 1, 4, 8, 4, 1, 9, 8, 2, 3, 7, 6, 5, 5, 3, 6, 2, 7, 9, 8, 1, 4, 9, 7, 4, 1, 8, 6, 5, 2, 3, 2, 8, 1, 3, 5, 4, 6, 7, 9, 8, 4, 7, 9, 6, 2, 3, 5, 1, 1, 6, 2, 5, 3, 8, 4, 9, 7, 3, 9, 5, 7, 4, 1, 2, 8, 6]"
141,...1...36.....8...5..4....83587..4...4.8....7..6.9.2.....9...1...5......1...7..2.,2,"(3, 0)","[4, 8, 2, 1, 5, 7, 9, 3, 6, 9, 7, 1, 6, 3, 8, 5, 4, 2, 5, 6, 3, 4, 2, 9, 1, 7, 8, 3, 5, 8, 7, 6, 2, 4, 9, 1, 2, 4, 9, 8, 1, 3, 6, 5, 7, 7, 1, 6, 5, 9, 4, 2, 8, 3, 6, 2, 7, 9, 8, 5, 3, 1, 4, 8, 3, 5, 2, 4, 1, 7, 6, 9, 1, 9, 4, 3, 7, 6, 8, 2, 5]"
142,.1....7.9......4.1..3..4.65..1.6..54.94......6....5...158....9.3.2...6.....7.....,2,"(5, 1)","[4, 1, 5, 8, 3, 6, 7, 2, 9, 8, 6, 9, 5, 7, 2, 4, 3, 1, 7, 2, 3, 9, 1, 4, 8, 6, 5, 2, 8, 1, 3, 6, 7, 9, 5, 4, 5, 9, 4, 2, 8, 1, 3, 7, 6, 6, 3, 7, 4, 9, 5, 1, 8, 2, 1, 5, 8, 6, 4, 3, 2, 9, 7, 3, 7, 2, 1, 5, 9, 6, 4, 8, 9, 4, 6, 7, 2, 8, 5, 1, 3]"
143,........18...52.....14..63..67...1..4.....9.6.2...9.......8.2.....5....72..3...8.,2,"(3, 0)","[7, 4, 2, 6, 9, 3, 8, 5, 1, 8, 3, 6, 1, 5, 2, 7, 9, 4, 5, 9, 1, 4, 7, 8, 6, 3, 2, 9, 6, 7, 8, 4, 5, 1, 2, 3, 4, 5, 8, 2, 3, 1, 9, 7, 6, 1, 2, 3, 7, 6, 9, 5, 4, 8, 3, 1, 4, 9, 8, 7, 2, 6, 5, 6, 8, 9, 5, 2, 4, 3, 1, 7, 2, 7, 5, 3, 1, 6, 4, 8, 9]"
144,4......5.3.....79..25.1.....3.........7.6.24...9..81..6..5....3.......2.75.3.9..6,2,"(6, 1)","[4, 7, 8, 9, 3, 2, 6, 5, 1, 3, 1, 6, 8, 4, 5, 7, 9, 2, 9, 2, 5, 7, 1, 6, 3, 8, 4, 1, 3, 4, 2, 9, 7, 5, 6, 8, 5, 8, 7, 1, 6, 3, 2, 4, 9, 2, 6, 9, 4, 5, 8, 1, 3, 7, 6, 9, 1, 5, 2, 4, 8, 7, 3, 8, 4, 3, 6, 7, 1, 9, 2, 5, 7, 5, 2, 3, 8, 9, 4, 1, 6]"
145,..6.9.......2...5.8.73.4.......7......956...76...29.4....9...85.3...8.......1.6..,2,"(5, 1)","[5, 2, 6, 1, 9, 7, 8, 3, 4, 3, 1, 4, 2, 8, 6, 7, 5, 9, 8, 9, 7, 3, 5, 4, 2, 1, 6, 1, 5, 2, 4, 7, 3, 9, 6, 8, 4, 8, 9, 5, 6, 1, 3, 2, 7, 6, 7, 3, 8, 2, 9, 5, 4, 1, 7, 6, 1, 9, 3, 2, 4, 8, 5, 9, 3, 5, 6, 4, 8, 1, 7, 2, 2, 4, 8, 7, 1, 5, 6, 9, 3]"
146,1......4...5..4.7..6..2...3.8....714...6.5..8.92.........1.84..3.......2.5....1..,2,"(4, 1)","[1, 7, 8, 3, 5, 6, 2, 4, 9, 2, 3, 5, 9, 8, 4, 6, 7, 1, 9, 6, 4, 7, 2, 1, 5, 8, 3, 5, 8, 6, 2, 9, 3, 7, 1, 4, 7, 1, 3, 6, 4, 5, 9, 2, 8, 4, 9, 2, 8, 1, 7, 3, 5, 6, 6, 2, 7, 1, 3, 8, 4, 9, 5, 3, 4, 1, 5, 7, 9, 8, 6, 2, 8, 5, 9, 4, 6, 2, 1, 3, 7]"
147,.8....2..2.1.......75.4....9....46...27..6.8....5.1.....43......5.....2.3.....15.,2,"(4, 1)","[4, 8, 9, 7, 1, 5, 2, 6, 3, 2, 3, 1, 6, 9, 8, 5, 4, 7, 6, 7, 5, 2, 4, 3, 8, 1, 9, 9, 1, 3, 8, 2, 4, 6, 7, 5, 5, 2, 7, 9, 3, 6, 4, 8, 1, 8, 4, 6, 5, 7, 1, 9, 3, 2, 1, 6, 4, 3, 5, 2, 7, 9, 8, 7, 5, 8, 1, 6, 9, 3, 2, 4, 3, 9, 2, 4, 8, 7, 1, 5, 6]"
148,.......1..29.3.5....5..4.....46.3....6..28..9......7...7.2..6....1...43.5....79..,2,"(9, 4)","[6, 8, 7, 9, 5, 2, 3, 1, 4, 4, 2, 9, 1, 3, 6, 5, 7, 8, 1, 3, 5, 7, 8, 4, 2, 9, 6, 9, 1, 4, 6, 7, 3, 8, 2, 5, 7, 6, 3, 5, 2, 8, 1, 4, 9, 8, 5, 2, 4, 9, 1, 7, 6, 3, 3, 7, 8, 2, 4, 9, 6, 5, 1, 2, 9, 1, 8, 6, 5, 4, 3, 7, 5, 4, 6, 3, 1, 7, 9, 8, 2]"
149,2..5.3.........48......9.....6...87...5..4..1...2..5...4..6...9....4.1..869...2.4,2,"(6, 1)","[2, 7, 4, 5, 8, 3, 9, 1, 6, 9, 1, 3, 6, 2, 7, 4, 8, 5, 6, 5, 8, 4, 1, 9, 3, 2, 7, 4, 9, 6, 1, 3, 5, 8, 7, 2, 3, 2, 5, 8, 7, 4, 6, 9, 1, 7, 8, 1, 2, 9, 6, 5, 4, 3, 1, 4, 2, 3, 6, 8, 7, 5, 9, 5, 3, 7, 9, 4, 2, 1, 6, 8, 8, 6, 9, 7, 5, 1, 2, 3, 4]"
150,.....4..79.21.......5....6....6...8...63....484.....5....9.58..3...269...6.....7.,2,"(8, 3)","[6, 1, 8, 5, 3, 4, 2, 9, 7, 9, 3, 2, 1, 6, 7, 5, 4, 8, 4, 7, 5, 2, 8, 9, 3, 6, 1, 2, 5, 3, 6, 4, 1, 7, 8, 9, 7, 9, 6, 3, 5, 8, 1, 2, 4, 8, 4, 1, 7, 9, 2, 6, 5, 3, 1, 2, 4, 9, 7, 5, 8, 3, 6, 3, 8, 7, 4, 2, 6, 9, 1, 5, 5, 6, 9, 8, 1, 3, 4, 7, 2]"
151,...3....692...8.....624...........8...759...2.4........796.3..86..4...71.8..5.6..,2,"(5, 0)","[4, 1, 8, 3, 7, 5, 2, 9, 6, 9, 2, 5, 1, 6, 8, 3, 4, 7, 7, 3, 6, 2, 4, 9, 8, 1, 5, 3, 9, 1, 7, 2, 6, 5, 8, 4, 8, 6, 7, 5, 9, 4, 1, 3, 2, 5, 4, 2, 8, 3, 1, 7, 6, 9, 2, 7, 9, 6, 1, 3, 4, 5, 8, 6, 5, 3, 4, 8, 2, 9, 7, 1, 1, 8, 4, 9, 5, 7, 6, 2, 3]"
152,..6....23.9.7..8........6.....8..7.64...1..........1..7....84..1..932...28.....1.,2,"(5, 3)","[5, 7, 6, 4, 8, 1, 9, 2, 3, 3, 9, 2, 7, 6, 5, 8, 4, 1, 8, 4, 1, 2, 9, 3, 6, 7, 5, 9, 1, 3, 8, 2, 4, 7, 5, 6, 4, 5, 7, 3, 1, 6, 2, 9, 8, 6, 2, 8, 5, 7, 9, 1, 3, 4, 7, 3, 9, 1, 5, 8, 4, 6, 2, 1, 6, 4, 9, 3, 2, 5, 8, 7, 2, 8, 5, 6, 4, 7, 3, 1, 9]"
153,.....63...3.1.56...4.7.............91.2.4.......2.7.....6....4.....59..8579...1..,2,"(6, 2)","[7, 9, 1, 4, 8, 6, 3, 5, 2, 2, 3, 8, 1, 9, 5, 6, 7, 4, 6, 4, 5, 7, 3, 2, 8, 9, 1, 4, 8, 7, 5, 6, 3, 2, 1, 9, 1, 6, 2, 9, 4, 8, 5, 3, 7, 9, 5, 3, 2, 1, 7, 4, 8, 6, 8, 2, 6, 3, 7, 1, 9, 4, 5, 3, 1, 4, 6, 5, 9, 7, 2, 8, 5, 7, 9, 8, 2, 4, 1, 6, 3]"
154,8.4...3.....2..8......6..5.51..8.4...9...2..1.........4..8..5.61..72......73.5...,2,"(3, 0)","[8, 2, 4, 5, 7, 1, 3, 6, 9, 6, 5, 9, 2, 3, 4, 8, 1, 7, 3, 7, 1, 9, 6, 8, 2, 5, 4, 5, 1, 3, 6, 8, 7, 4, 9, 2, 7, 9, 8, 4, 5, 2, 6, 3, 1, 2, 4, 6, 1, 9, 3, 7, 8, 5, 4, 3, 2, 8, 1, 9, 5, 7, 6, 1, 8, 5, 7, 2, 6, 9, 4, 3, 9, 6, 7, 3, 4, 5, 1, 2, 8]"
155,5.3........9.....1.14..76.2...3.12.6...2.4....2.6..74.....3..9.......3.4..7..5...,2,"(4, 1)","[5, 6, 3, 1, 2, 8, 4, 7, 9, 2, 7, 9, 4, 6, 3, 8, 5, 1, 8, 1, 4, 5, 9, 7, 6, 3, 2, 4, 9, 5, 3, 7, 1, 2, 8, 6, 7, 8, 6, 2, 5, 4, 9, 1, 3, 3, 2, 1, 6, 8, 9, 7, 4, 5, 1, 4, 2, 8, 3, 6, 5, 9, 7, 9, 5, 8, 7, 1, 2, 3, 6, 4, 6, 3, 7, 9, 4, 5, 1, 2, 8]"
156,.7.1..9.......4.3.....5.86.8.9....4.1..6.9....3......8.....5.1..6....7.3..3.4...5,2,"(6, 1)","[3, 7, 8, 1, 2, 6, 9, 5, 4, 5, 9, 6, 8, 7, 4, 2, 3, 1, 2, 4, 1, 9, 5, 3, 8, 6, 7, 8, 2, 9, 5, 3, 7, 1, 4, 6, 1, 5, 4, 6, 8, 9, 3, 7, 2, 6, 3, 7, 4, 1, 2, 5, 9, 8, 7, 8, 2, 3, 6, 5, 4, 1, 9, 4, 6, 5, 2, 9, 1, 7, 8, 3, 9, 1, 3, 7, 4, 8, 6, 2, 5]"
157,9....4.8..3......5......2..5.....7...4.9.3.....1.....3...5.8.....2.76.5.71....4..,2,"(3, 0)","[9, 5, 6, 2, 3, 4, 1, 8, 7, 2, 3, 4, 1, 8, 7, 6, 9, 5, 1, 7, 8, 6, 5, 9, 2, 3, 4, 5, 2, 3, 8, 6, 1, 7, 4, 9, 8, 4, 7, 9, 2, 3, 5, 1, 6, 6, 9, 1, 7, 4, 5, 8, 2, 3, 4, 6, 9, 5, 1, 8, 3, 7, 2, 3, 8, 2, 4, 7, 6, 9, 5, 1, 7, 1, 5, 3, 9, 2, 4, 6, 8]"
158,.2.....7886...7.....5.3.2......4..1....1.9..........26.529..8...9.......3.62....9,2,"(7, 2)","[1, 2, 4, 6, 9, 5, 3, 7, 8, 8, 6, 3, 4, 2, 7, 1, 9, 5, 9, 7, 5, 8, 3, 1, 2, 6, 4, 6, 3, 8, 5, 4, 2, 9, 1, 7, 2, 4, 7, 1, 6, 9, 5, 8, 3, 5, 1, 9, 7, 8, 3, 4, 2, 6, 4, 5, 2, 9, 7, 6, 8, 3, 1, 7, 9, 1, 3, 5, 8, 6, 4, 2, 3, 8, 6, 2, 1, 4, 7, 5, 9]"
159,.....8.....86......1.2.73......4972.8..3.5..6..4.......72...9.......38....67....4,2,"(13, 5)","[4, 2, 3, 9, 1, 8, 6, 5, 7, 7, 5, 8, 6, 3, 4, 2, 9, 1, 6, 1, 9, 2, 5, 7, 3, 4, 8, 1, 6, 5, 8, 4, 9, 7, 2, 3, 8, 9, 7, 3, 2, 5, 4, 1, 6, 2, 3, 4, 1, 7, 6, 5, 8, 9, 3, 7, 2, 4, 8, 1, 9, 6, 5, 9, 4, 1, 5, 6, 3, 8, 7, 2, 5, 8, 6, 7, 9, 2, 1, 3, 4]"
160,.8....72...3.6...1.4...3.....6...1...1..5.3.4.32.....7...6....53.9.75...8..9.2...,2,"(5, 1)","[6, 8, 5, 1, 9, 4, 7, 2, 3, 9, 2, 3, 7, 6, 8, 5, 4, 1, 1, 4, 7, 5, 2, 3, 8, 6, 9, 5, 9, 6, 3, 4, 7, 1, 8, 2, 7, 1, 8, 2, 5, 6, 3, 9, 4, 4, 3, 2, 8, 1, 9, 6, 5, 7, 2, 7, 4, 6, 8, 1, 9, 3, 5, 3, 6, 9, 4, 7, 5, 2, 1, 8, 8, 5, 1, 9, 3, 2, 4, 7, 6]"
161,.......21.53....9.8.....37.9....7......4.......28.1...79..5.6..5....3.....86..5.4,2,"(4, 0)","[4, 7, 9, 5, 3, 6, 8, 2, 1, 1, 5, 3, 7, 8, 2, 4, 9, 6, 8, 2, 6, 9, 1, 4, 3, 7, 5, 9, 1, 5, 3, 6, 7, 2, 4, 8, 3, 8, 7, 4, 2, 5, 1, 6, 9, 6, 4, 2, 8, 9, 1, 7, 5, 3, 7, 9, 4, 1, 5, 8, 6, 3, 2, 5, 6, 1, 2, 4, 3, 9, 8, 7, 2, 3, 8, 6, 7, 9, 5, 1, 4]"
162,.8....6.7.67....5...3.8..421..26....7.....3.......9..4.5..3........98.1.2.......8,2,"(11, 7)","[4, 8, 2, 9, 1, 5, 6, 3, 7, 9, 6, 7, 3, 2, 4, 8, 5, 1, 5, 1, 3, 6, 8, 7, 9, 4, 2, 1, 4, 5, 2, 6, 3, 7, 8, 9, 7, 9, 6, 8, 4, 1, 3, 2, 5, 3, 2, 8, 7, 5, 9, 1, 6, 4, 8, 5, 9, 1, 3, 2, 4, 7, 6, 6, 7, 4, 5, 9, 8, 2, 1, 3, 2, 3, 1, 4, 7, 6, 5, 9, 8]"
163,..........6.2...13..8.39.......7..9..9...81.21....35....4.6..59.8........3...528.,2,"(30, 83)","[3, 2, 9, 7, 1, 6, 8, 4, 5, 5, 6, 7, 2, 8, 4, 9, 1, 3, 4, 1, 8, 5, 3, 9, 7, 2, 6, 8, 5, 3, 1, 7, 2, 6, 9, 4, 7, 9, 6, 4, 5, 8, 1, 3, 2, 1, 4, 2, 6, 9, 3, 5, 7, 8, 2, 7, 4, 8, 6, 1, 3, 5, 9, 9, 8, 5, 3, 2, 7, 4, 6, 1, 6, 3, 1, 9, 4, 5, 2, 8, 7]"
164,........3.....57..2.6..3.4.5..1.8...9.1.6.3......3..5..2.47.86..6..2.5........13.,2,"(4, 1)","[8, 5, 7, 2, 9, 4, 6, 1, 3, 4, 3, 9, 6, 1, 5, 7, 2, 8, 2, 1, 6, 7, 8, 3, 9, 4, 5, 5, 7, 3, 1, 4, 8, 2, 9, 6, 9, 4, 1, 5, 6, 2, 3, 8, 7, 6, 8, 2, 9, 3, 7, 4, 5, 1, 3, 2, 5, 4, 7, 1, 8, 6, 9, 1, 6, 8, 3, 2, 9, 5, 7, 4, 7, 9, 4, 8, 5, 6, 1, 3, 2]"
165,....7......1......9..38.14..3.1..........62592..9..3.18..............96545.6.38..,2,"(9, 2)","[6, 8, 2, 4, 7, 1, 5, 9, 3, 3, 4, 1, 5, 6, 9, 7, 2, 8, 9, 7, 5, 3, 8, 2, 1, 4, 6, 5, 3, 9, 1, 2, 7, 6, 8, 4, 7, 1, 4, 8, 3, 6, 2, 5, 9, 2, 6, 8, 9, 5, 4, 3, 7, 1, 8, 9, 6, 2, 1, 5, 4, 3, 7, 1, 2, 3, 7, 4, 8, 9, 6, 5, 4, 5, 7, 6, 9, 3, 8, 1, 2]"
166,...........47.........81..28.1...6..3..9..5.....4...37.2659...8....7..19..8.3....,2,"(12, 20)","[6, 1, 9, 2, 4, 3, 7, 8, 5, 2, 8, 4, 7, 5, 9, 1, 6, 3, 5, 7, 3, 6, 8, 1, 9, 4, 2, 8, 5, 1, 3, 2, 7, 6, 9, 4, 3, 4, 7, 9, 6, 8, 5, 2, 1, 9, 6, 2, 4, 1, 5, 8, 3, 7, 1, 2, 6, 5, 9, 4, 3, 7, 8, 4, 3, 5, 8, 7, 6, 2, 1, 9, 7, 9, 8, 1, 3, 2, 4, 5, 6]"
167,.......3.572.....6..3.5.8...4....9.7...8.....8...931..75.6...18.2...1..9.....52..,2,"(6, 3)","[9, 8, 6, 2, 7, 4, 5, 3, 1, 5, 7, 2, 1, 3, 8, 4, 9, 6, 4, 1, 3, 9, 5, 6, 8, 7, 2, 3, 4, 1, 5, 6, 2, 9, 8, 7, 2, 9, 5, 8, 1, 7, 6, 4, 3, 8, 6, 7, 4, 9, 3, 1, 2, 5, 7, 5, 4, 6, 2, 9, 3, 1, 8, 6, 2, 8, 3, 4, 1, 7, 5, 9, 1, 3, 9, 7, 8, 5, 2, 6, 4]"
168,..7........94..63.....8...19.6.74.........4...1.....232....5.....493..7..3.....1.,2,"(3, 0)","[6, 5, 7, 1, 9, 3, 8, 4, 2, 1, 8, 9, 4, 5, 2, 6, 3, 7, 3, 4, 2, 6, 8, 7, 5, 9, 1, 9, 2, 6, 3, 7, 4, 1, 5, 8, 5, 7, 3, 2, 1, 8, 4, 6, 9, 4, 1, 8, 5, 6, 9, 7, 2, 3, 2, 9, 1, 7, 4, 5, 3, 8, 6, 8, 6, 4, 9, 3, 1, 2, 7, 5, 7, 3, 5, 8, 2, 6, 9, 1, 4]"
169,254....9......3...7.12..5.....62..4.4.7.9...1......2..6..3..4....874..2......6...,2,"(6, 2)","[2, 5, 4, 8, 7, 1, 6, 9, 3, 9, 8, 6, 4, 5, 3, 7, 1, 2, 7, 3, 1, 2, 6, 9, 5, 8, 4, 1, 9, 3, 6, 2, 7, 8, 4, 5, 4, 2, 7, 5, 9, 8, 3, 6, 1, 8, 6, 5, 1, 3, 4, 2, 7, 9, 6, 7, 9, 3, 1, 2, 4, 5, 8, 3, 1, 8, 7, 4, 5, 9, 2, 6, 5, 4, 2, 9, 8, 6, 1, 3, 7]"
170,...85.......6...34497..3....2......7...9...4.....2.9.6.4...7.523.8...4....5....7.,2,"(5, 1)","[6, 1, 3, 8, 5, 4, 7, 2, 9, 8, 5, 2, 6, 7, 9, 1, 3, 4, 4, 9, 7, 2, 1, 3, 5, 6, 8, 9, 2, 6, 1, 4, 5, 3, 8, 7, 7, 8, 1, 9, 3, 6, 2, 4, 5, 5, 3, 4, 7, 2, 8, 9, 1, 6, 1, 4, 9, 3, 8, 7, 6, 5, 2, 3, 7, 8, 5, 6, 2, 4, 9, 1, 2, 6, 5, 4, 9, 1, 8, 7, 3]"
171,..123.........9.4.8..5....73..1...2......5.1.5..7.4..66.3....9......7....9.......,2,"(4, 0)","[7, 4, 1, 2, 3, 6, 5, 8, 9, 2, 5, 6, 8, 7, 9, 3, 4, 1, 8, 3, 9, 5, 4, 1, 2, 6, 7, 3, 6, 4, 1, 9, 8, 7, 2, 5, 9, 2, 7, 3, 6, 5, 8, 1, 4, 5, 1, 8, 7, 2, 4, 9, 3, 6, 6, 7, 3, 4, 5, 2, 1, 9, 8, 4, 8, 2, 9, 1, 7, 6, 5, 3, 1, 9, 5, 6, 8, 3, 4, 7, 2]"
172,.7..52.........7..6..87...2.9....8......681...21....49...18..3....39...5..5......,2,"(5, 0)","[1, 7, 9, 4, 5, 2, 3, 6, 8, 5, 8, 2, 6, 1, 3, 7, 9, 4, 6, 3, 4, 8, 7, 9, 5, 1, 2, 7, 9, 6, 2, 4, 1, 8, 5, 3, 4, 5, 3, 9, 6, 8, 1, 2, 7, 8, 2, 1, 5, 3, 7, 6, 4, 9, 9, 4, 7, 1, 8, 5, 2, 3, 6, 2, 1, 8, 3, 9, 6, 4, 7, 5, 3, 6, 5, 7, 2, 4, 9, 8, 1]"
173,4..59.....51.268......8.......9...74...6....9.34.....6.95........83...1.32....4..,2,"(4, 1)","[4, 8, 3, 5, 9, 7, 6, 2, 1, 7, 5, 1, 4, 2, 6, 8, 9, 3, 2, 6, 9, 1, 8, 3, 5, 4, 7, 5, 1, 6, 9, 3, 8, 2, 7, 4, 8, 7, 2, 6, 4, 1, 3, 5, 9, 9, 3, 4, 7, 5, 2, 1, 8, 6, 1, 9, 5, 2, 6, 4, 7, 3, 8, 6, 4, 8, 3, 7, 5, 9, 1, 2, 3, 2, 7, 8, 1, 9, 4, 6, 5]"
174,.79...45......9.1....8..3..2.4..1....57.........5..9..7..28...4.2..4...81.......6,2,"(3, 0)","[8, 7, 9, 6, 1, 3, 4, 5, 2, 3, 6, 2, 4, 5, 9, 8, 1, 7, 4, 1, 5, 8, 7, 2, 3, 6, 9, 2, 3, 4, 7, 9, 1, 6, 8, 5, 9, 5, 7, 3, 6, 8, 2, 4, 1, 6, 8, 1, 5, 2, 4, 9, 7, 3, 7, 9, 6, 2, 8, 5, 1, 3, 4, 5, 2, 3, 1, 4, 6, 7, 9, 8, 1, 4, 8, 9, 3, 7, 5, 2, 6]"
175,..1.5....48....7..9.3.8.....47.13..8.....6...2.....3.....498.6...........32.....1,2,"(8, 3)","[7, 2, 1, 6, 5, 4, 8, 3, 9, 4, 8, 6, 1, 3, 9, 7, 5, 2, 9, 5, 3, 7, 8, 2, 1, 4, 6, 5, 4, 7, 9, 1, 3, 6, 2, 8, 3, 1, 8, 2, 4, 6, 9, 7, 5, 2, 6, 9, 8, 7, 5, 3, 1, 4, 1, 7, 5, 4, 9, 8, 2, 6, 3, 6, 9, 4, 3, 2, 1, 5, 8, 7, 8, 3, 2, 5, 6, 7, 4, 9, 1]"
176,9.......1..6..9...14..25...6.....38.....9..7.4..3...16....7..3..35...6.8.....47..,2,"(7, 2)","[9, 8, 2, 7, 6, 3, 4, 5, 1, 5, 7, 6, 1, 4, 9, 8, 2, 3, 1, 4, 3, 8, 2, 5, 9, 6, 7, 6, 2, 7, 4, 5, 1, 3, 8, 9, 3, 1, 8, 2, 9, 6, 5, 7, 4, 4, 5, 9, 3, 8, 7, 2, 1, 6, 2, 9, 4, 6, 7, 8, 1, 3, 5, 7, 3, 5, 9, 1, 2, 6, 4, 8, 8, 6, 1, 5, 3, 4, 7, 9, 2]"
177,...9.1.26..2.....4.....8...3....6..1..7...2..15..4.3...4..39.85.1..7.4.........1.,2,"(3, 0)","[4, 7, 3, 9, 5, 1, 8, 2, 6, 9, 8, 2, 7, 6, 3, 1, 5, 4, 5, 6, 1, 4, 2, 8, 9, 3, 7, 3, 2, 4, 8, 9, 6, 5, 7, 1, 6, 9, 7, 3, 1, 5, 2, 4, 8, 1, 5, 8, 2, 4, 7, 3, 6, 9, 2, 4, 6, 1, 3, 9, 7, 8, 5, 8, 1, 5, 6, 7, 2, 4, 9, 3, 7, 3, 9, 5, 8, 4, 6, 1, 2]"
178,.......62.3..1...5....3..1.2.......95.1....3.3..4.6....96...2.4...9.7.....7....8.,2,"(2, 0)","[7, 1, 4, 5, 9, 8, 3, 6, 2, 6, 3, 2, 7, 1, 4, 8, 9, 5, 9, 8, 5, 6, 3, 2, 4, 1, 7, 2, 6, 8, 1, 7, 3, 5, 4, 9, 5, 4, 1, 8, 2, 9, 7, 3, 6, 3, 7, 9, 4, 5, 6, 1, 2, 8, 1, 9, 6, 3, 8, 5, 2, 7, 4, 8, 2, 3, 9, 4, 7, 6, 5, 1, 4, 5, 7, 2, 6, 1, 9, 8, 3]"
179,...7..9......2..7.9.6.8...4...2...4......1..25....78...48.1..65.....51...2......3,2,"(10, 4)","[2, 1, 3, 7, 5, 4, 9, 8, 6, 8, 5, 4, 6, 2, 9, 3, 7, 1, 9, 7, 6, 1, 8, 3, 2, 5, 4, 6, 9, 1, 2, 3, 8, 5, 4, 7, 4, 8, 7, 5, 9, 1, 6, 3, 2, 5, 3, 2, 4, 6, 7, 8, 1, 9, 3, 4, 8, 9, 1, 2, 7, 6, 5, 7, 6, 9, 3, 4, 5, 1, 2, 8, 1, 2, 5, 8, 7, 6, 4, 9, 3]"
180,79..8.6.......5.4...1...8.....5...7...5...92.4..8....1.6..2....8.7..9.....4.7...6,2,"(6, 1)","[7, 9, 3, 4, 8, 1, 6, 5, 2, 6, 2, 8, 9, 3, 5, 1, 4, 7, 5, 4, 1, 2, 6, 7, 8, 3, 9, 9, 8, 6, 5, 1, 2, 4, 7, 3, 3, 1, 5, 7, 4, 6, 9, 2, 8, 4, 7, 2, 8, 9, 3, 5, 6, 1, 1, 6, 9, 3, 2, 4, 7, 8, 5, 8, 3, 7, 6, 5, 9, 2, 1, 4, 2, 5, 4, 1, 7, 8, 3, 9, 6]"
181,37...6....98..24.....43..8..3....9...1.8.......7.6...3.....7.2954...........5.1..,2,"(2, 0)","[3, 7, 4, 1, 8, 6, 2, 9, 5, 1, 9, 8, 5, 7, 2, 4, 3, 6, 2, 6, 5, 4, 3, 9, 7, 8, 1, 8, 3, 6, 7, 1, 5, 9, 4, 2, 4, 1, 2, 8, 9, 3, 6, 5, 7, 9, 5, 7, 2, 6, 4, 8, 1, 3, 6, 8, 1, 3, 4, 7, 5, 2, 9, 5, 4, 9, 6, 2, 1, 3, 7, 8, 7, 2, 3, 9, 5, 8, 1, 6, 4]"
182,..4.......28....3...9...6.....3..9.5....1....6125..4.......53.6....9.2..4..2.6.5.,2,"(7, 2)","[7, 6, 4, 9, 3, 8, 5, 2, 1, 1, 2, 8, 6, 5, 4, 7, 3, 9, 3, 5, 9, 7, 2, 1, 6, 8, 4, 8, 4, 7, 3, 6, 2, 9, 1, 5, 9, 3, 5, 4, 1, 7, 8, 6, 2, 6, 1, 2, 5, 8, 9, 4, 7, 3, 2, 7, 1, 8, 4, 5, 3, 9, 6, 5, 8, 6, 1, 9, 3, 2, 4, 7, 4, 9, 3, 2, 7, 6, 1, 5, 8]"
183,....964..9...8...2....2..378.3.52.94...4.....65........6............32583.5.1....,2,"(7, 3)","[2, 3, 7, 5, 9, 6, 4, 8, 1, 9, 4, 1, 3, 8, 7, 5, 6, 2, 5, 8, 6, 1, 2, 4, 9, 3, 7, 8, 7, 3, 6, 5, 2, 1, 9, 4, 1, 9, 2, 4, 3, 8, 6, 7, 5, 6, 5, 4, 9, 7, 1, 8, 2, 3, 7, 6, 8, 2, 4, 5, 3, 1, 9, 4, 1, 9, 7, 6, 3, 2, 5, 8, 3, 2, 5, 8, 1, 9, 7, 4, 6]"
184,.......19...5.1.......932.6.346.8....5..2.8...2..1...4.41.35.9.....7......8..4...,2,"(9, 3)","[3, 8, 7, 2, 4, 6, 5, 1, 9, 9, 6, 2, 5, 8, 1, 3, 4, 7, 4, 1, 5, 7, 9, 3, 2, 8, 6, 7, 3, 4, 6, 5, 8, 9, 2, 1, 1, 5, 6, 4, 2, 9, 8, 7, 3, 8, 2, 9, 3, 1, 7, 6, 5, 4, 6, 4, 1, 8, 3, 5, 7, 9, 2, 5, 9, 3, 1, 7, 2, 4, 6, 8, 2, 7, 8, 9, 6, 4, 1, 3, 5]"
185,..6..9.1.35....4......6.7.....3..5..5..2...9.8..41...3.2......51......74..4......,2,"(5, 1)","[7, 8, 6, 5, 4, 9, 3, 1, 2, 3, 5, 9, 1, 2, 7, 4, 8, 6, 4, 1, 2, 8, 6, 3, 7, 5, 9, 2, 6, 1, 3, 9, 8, 5, 4, 7, 5, 4, 3, 2, 7, 6, 8, 9, 1, 8, 9, 7, 4, 1, 5, 6, 2, 3, 9, 2, 8, 7, 3, 4, 1, 6, 5, 1, 3, 5, 6, 8, 2, 9, 7, 4, 6, 7, 4, 9, 5, 1, 2, 3, 8]"
